"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 45,LEGS 26,LEGS 27C,LEGS 37B,LEGS 04,LEGS 47A,LEGS 08,LEGS 02A,LEGS 47B,LEGS 30A,LEGS 34A,LEGS 28,LEGS 44A,LEGS 07,LEGS 03B,LEGS 13,LEGS 17,LEGS 29B,LEGS 21,LEGS 31A,LEGS 34B,LEGS 44B,LEGS 12,LEGS 18,LEGS 11,LEGS 38B,LEGS 22,LEGS 31B,LEGS 33,LEGS 16,LEGS 20,LEGS 19,LEGS 23A,LEGS 32,LEGS 43,LEGS 25,LEGS 10,LEGS 36,LEGS 03A,LEGS 09B,LEGS 09A,LEGS 39,LEGS 29A,LEGS 05,LEGS 42A,LEGS 30B,LEGS 46,LEGS 27B,LEGS 35A,LEGS 14,LEGS 15,LEGS 01B,LEGS 29C,LEGS 40,LEGS 41,LEGS 35B,LEGS 24,LEGS 37A,LEGS 01A,LEGS 01C,LEGS 06,LEGS 42B,LEGS 38C,LEGS 02B,LEGS 27A,LEGS 23B,LEGS 38A
1,00,"Maggie McIntosh",DEM,House of Delegates     ,43,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Mary Washington",DEM,House of Delegates     ,43,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Greg Dorsey",UNF,House of Delegates     ,43,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,43,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Keith E. Haynes",DEM,House of Delegates     ,44A,Y,,,,,,,,,,,,,,5727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,44A,,Y,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Charles E. Sydnor, III",DEM,House of Delegates     ,44B,Y,,,,,,,,,,,,,,,,,,,,,,,11226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Pat Young",DEM,House of Delegates     ,44B,Y,,,,,,,,,,,,,,,,,,,,,,,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Michael J. Russell",REP,House of Delegates     ,44B,,,,,,,,,,,,,,,,,,,,,,,,4904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bishop Barry Chapman",DEM,House of Delegates     ,44B,,Y,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Frederick D. Ware-Newsome",DEM,House of Delegates     ,44B,,Y,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,44B,,Y,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Talmadge Branch",DEM,House of Delegates     ,45,Y,,14039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Cheryl D. Glenn",DEM,House of Delegates     ,45,Y,,14147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Cory V. McCray",DEM,House of Delegates     ,45,Y,,13315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Rick Saffery",REP,House of Delegates     ,45,,,2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Larry O. Wardlow, Jr.",REP,House of Delegates     ,45,,,2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Ronald M. Owens-Bey",LIB,House of Delegates     ,45,,,2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,45,,Y,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Luke Clippinger",DEM,House of Delegates     ,46,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10448,,,,,,,,,,,,,,,,,,,,
1,00,"Peter A. Hammen",DEM,House of Delegates     ,46,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10856,,,,,,,,,,,,,,,,,,,,
1,00,"Brooke Elizabeth Lierman",DEM,House of Delegates     ,46,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11505,,,,,,,,,,,,,,,,,,,,
1,00,"Roger D. Bedingfield",REP,House of Delegates     ,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5162,,,,,,,,,,,,,,,,,,,,
1,00,"Joseph Joh Sedtal",REP,House of Delegates     ,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4426,,,,,,,,,,,,,,,,,,,,
1,00,"Duane Shelton",REP,House of Delegates     ,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4309,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,
1,00,"Diana M. Fennell",DEM,House of Delegates     ,47A,Y,,,,,,,8998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jimmy Tarlau",DEM,House of Delegates     ,47A,Y,,,,,,,7110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Fred Price, Jr.",REP,House of Delegates     ,47A,,,,,,,,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,47A,,Y,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Will Campos",DEM,House of Delegates     ,47B,Y,,,,,,,,,,2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,47B,,Y,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,02,"George Johnson",DEM,County Executive       ,,,,,,,,,,,,,8399,,,,,,,,,2265,3424,,,,,,,,6391,12237,,,,,11866,,,,,,,,,,,,3427,,,,,,,,,,,,,,,,,,,,,
1,02,"Steve Schuh",REP,County Executive       ,,Y,,,,,,,,,,,11235,,,,,,,,,3401,4073,,,,,,,,17184,26021,,,,,12370,,,,,,,,,,,,7292,,,,,,,,,,,,,,,,,,,,,
1,02,"Other Write-Ins",BOT,County Executive       ,,,Y,,,,,,,,,,51,,,,,,,,,7,9,,,,,,,,40,83,,,,,22,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,
1,04,"Kevin Kamenetz",DEM,County Executive       ,,Y,,,,,,,,15724,,,,,,,7035,,,,,,,,13583,6240,,18820,,,,,,,,,,,,18237,,,,,,,,5556,,,,,,,,,,,,,,,,10232,11101,,,,,
1,04,"George H. Harman",REP,County Executive       ,,,,,,,,,,14387,,,,,,,12474,,,,,,,,4048,6150,,11259,,,,,,,,,,,,6113,,,,,,,,4189,,,,,,,,,,,,,,,,13630,16543,,,,,
1,04,"Kevin Francis Marron",DEM,County Executive       ,,,Y,,,,,,,11,,,,,,,5,,,,,,,,0,0,,5,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,17,5,,,,,
1,04,"Tony Solesky",UNF,County Executive       ,,,Y,,,,,,,23,,,,,,,20,,,,,,,,4,1,,20,,,,,,,,,,,,12,,,,,,,,11,,,,,,,,,,,,,,,,25,43,,,,,
1,04,"Other Write-Ins",BOT,County Executive       ,,,Y,,,,,,,40,,,,,,,9,,,,,,,,25,19,,37,,,,,,,,,,,,24,,,,,,,,24,,,,,,,,,,,,,,,,32,39,,,,,
1,11,"Jan H. Gardner",DEM,County Executive       ,,Y,,,,,,17253,,,,,,,,,,5990,,,,,,,,,,,,,,,,,,,,,,,,10840,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Blaine R. Young",REP,County Executive       ,,,,,,,,18880,,,,,,,,,,5444,,,,,,,,,,,,,,,,,,,,,,,,6603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,County Executive       ,,,Y,,,,,142,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,"Joseph Werner",DEM,County Executive       ,,,,,,,,,,,,,,6942,,,3722,,,,,,,2589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3276,,,,,,,,,,,
1,13,"Barry Glassman",REP,County Executive       ,,Y,,,,,,,,,,,,9970,,,16175,,,,,,,9319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16659,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Executive       ,,,Y,,,,,,,,,,,27,,,11,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,
1,14,"Courtney Watson",DEM,County Executive       ,,,,,,,,,,,,,,,,,,,17160,,,,,,,9101,,,,,,,,,,,,,,,,,4852,5913,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Allan H. Kittleman",REP,County Executive       ,,Y,,,,,,,,,,,,,,,,,14926,,,,,,,6803,,,,,,,,,,,,,,,,,5676,14546,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",BOT,County Executive       ,,,Y,,,,,,,,,,,,,,,,25,,,,,,,20,,,,,,,,,,,,,,,,,10,26,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"Ike Leggett",DEM,County Executive       ,,Y,,,,,,,,,,,,,,,,,,13718,,,,,,,17650,,,,,,22391,17781,15870,,,,,,,,,,11778,,,,,,,,16466,14896,,,,,,,,,,,,,,,,
1,16,"Jim Shalleck",REP,County Executive       ,,,,,,,,,,,,,,,,,,,,7639,,,,,,,7289,,,,,,11159,3844,9535,,,,,,,,,,7267,,,,,,,,13485,11532,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",BOT,County Executive       ,,,Y,,,,,,,,,,,,,,,,,107,,,,,,,148,,,,,,117,154,120,,,,,,,,,,74,,,,,,,,101,116,,,,,,,,,,,,,,,,
1,17,"Rushern L. Baker, III",DEM,County Executive       ,,Y,,,22932,,,,10142,,,2700,,,,,,,,,,12630,,,,,,,,17803,,,,,,6559,,,21802,,,,,,,,,,,,4105,,,,,,,,,21642,,,,,,,,5931,17624,
1,17,"James J. Carpenter",DEM,County Executive       ,,,Y,,3,,,,0,,,0,,,,,,,,,,2,,,,,,,,4,,,,,,1,,,0,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,1,6,
1,17,"Roussan Etienne, Jr.",UNF,County Executive       ,,,Y,,20,,,,7,,,4,,,,,,,,,,12,,,,,,,,34,,,,,,16,,,22,,,,,,,,,,,,49,,,,,,,,,20,,,,,,,,21,30,
1,17,"Aliya Mullins",UNF,County Executive       ,,,Y,,14,,,,4,,,2,,,,,,,,,,27,,,,,,,,18,,,,,,10,,,11,,,,,,,,,,,,1,,,,,,,,,11,,,,,,,,4,18,
1,17,"Other Write-Ins",BOT,County Executive       ,,,Y,,170,,,,94,,,13,,,,,,,,,,183,,,,,,,,191,,,,,,103,,,97,,,,,,,,,,,,44,,,,,,,,,109,,,,,,,,60,222,
1,23,"Richard M. Pollitt, Jr.",DEM,County Executive       ,,,,,,,2070,,,,,,,,,,,,,,,,,,,,,,3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2229,,,,,554,,,,
1,23,"Bob Culver",REP,County Executive       ,,Y,,,,,3795,,,,,,,,,,,,,,,,,,,,,,4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,,,,,1589,,,,
1,23,"Other Write-Ins",BOT,County Executive       ,,,Y,,,,3,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,
1,08,"John Ulrich",DEM,County Council         ,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,,,,,,,,,,,2799,,,,,,,1341,,,,,,,,,,,
1,08,"Joyce A. Bowlsbey",REP,County Council         ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4588,,,,,,,,,,,5977,,,,,,,4292,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Council         ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,6,,,,,,,8,,,,,,,,,,,
1,08,"Bob Porter",DEM,County Council         ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,,,,,,,,,,,2529,,,,,,,1225,,,,,,,,,,,
1,08,"Dan Schneckenburger",REP,County Council         ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4513,,,,,,,,,,,6122,,,,,,,4346,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Council         ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,4,,,,,,,1,,,,,,,,,,,
1,08,"Wayne Lee Tome, Sr.",DEM,County Council         ,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2290,,,,,,,,,,,3022,,,,,,,1677,,,,,,,,,,,
1,08,"George Patchell",REP,County Council         ,004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4379,,,,,,,,,,,5755,,,,,,,3992,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Council         ,004,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,6,,,,,,,1,,,,,,,,,,,
1,13,"James Jim D. Thornton",DEM,Pres County Council,,,,,,,,,,,,,,7956,,,4927,,,,,,,3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5522,,,,,,,,,,,
1,13,"Richard C. Slutzky",REP,Pres County Council,,Y,,,,,,,,,,,,8893,,,14830,,,,,,,8208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14115,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,Pres County Council,,,Y,,,,,,,,,,,15,,,17,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,
1,09,"Peter Murphy",DEM,Pres County Commission,,Y,,,,,,,,,,,,,21014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2689,,
1,09,"Tom Desabla",REP,Pres County Commission,,,,,,,,,,,,,,,11871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2078,,
1,09,"Other Write-Ins",BOT,Pres County Commission,,,Y,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
1,19,"Jack Russell",DEM,Pres County Commission,,,,,,,,,,,,,,,,,,,,,4670,,,,,,,,,,,,,,,,,,,,,,,,,4732,,,,,,,,,,2693,,,,,,,,,,,,,,
1,19,"Randy Guy",REP,Pres County Commission,,Y,,,,,,,,,,,,,,,,,,,4277,,,,,,,,,,,,,,,,,,,,,,,,,6576,,,,,,,,,,3437,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,Pres County Commission,,,Y,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,5,,,,,,,,,,,,,,
1,21,"Eric M. Lowery",DEM,County Council         ,,,,,,,3470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Hilary Spence",DEM,County Council         ,,,,,,,3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Dirck Bartlett",REP,County Council         ,,Y,,,,,5579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Chuck Callahan",REP,County Council         ,,Y,,,,,6061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Corey W. Pack",REP,County Council         ,,Y,,,,,6350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Laura E. Price",REP,County Council         ,,Y,,,,,5947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Jennifer L. Williams",REP,County Council         ,,Y,,,,,5783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",BOT,County Council         ,,,Y,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,01,"Kevin M. Shaffer",DEM,County Commissioner    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042,,,,,,,441,1195,,,,,,,
1,01,"Tom Striplin",DEM,County Commissioner    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839,,,,,,,1185,2311,,,,,,,
1,01,"Creade Brodie, Jr.",REP,County Commissioner    ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6157,,,,,,,2141,2601,,,,,,,
1,01,"Jake Shade",REP,County Commissioner    ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6844,,,,,,,1921,3147,,,,,,,
1,01,"Bill Valentine",REP,County Commissioner    ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5603,,,,,,,1794,2825,,,,,,,
1,01,"Other Write-Ins",BOT,County Commissioner    ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,5,21,,,,,,,
1,06,"James Brown",DEM,County Commissioner    ,,,,,,,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Daniel Franklin",REP,County Commissioner    ,,Y,,,,,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Wilbur Levengood, Jr.",REP,County Commissioner    ,,Y,,,,,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Larry C. Porter",REP,County Commissioner    ,,Y,,,,,1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Other Write-Ins",BOT,County Commissioner    ,,,Y,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Steven G. Atkinson",DEM,County Commissioner    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Ronald H. Fithian",DEM,County Commissioner    ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"William W. Pickrum",DEM,County Commissioner    ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Walter T. Coryell, Sr.",REP,County Commissioner    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"William Billy Short",REP,County Commissioner    ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Other Write-Ins",BOT,County Commissioner    ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,"Brian Beall",DEM,County Commissioner    ,,,,,,,,,,,5801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915,,,,2191,,,
1,22,"Ronald L Bowers",DEM,County Commissioner    ,,,,,,,,,,,7302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364,,,,2654,,,
1,22,"Millard H. Miller, Jr.",DEM,County Commissioner    ,,,,,,,,,,,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,,,,1704,,,
1,22,"Paul F. Miller",DEM,County Commissioner    ,,,,,,,,,,,5028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,,,,1944,,,
1,22,"Terry Baker",REP,County Commissioner    ,,Y,,,,,,,,,15817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3817,,,,3627,,,
1,22,"John F. Barr",REP,County Commissioner    ,,Y,,,,,,,,,14696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3028,,,,3337,,,
1,22,"Jeff Cline",REP,County Commissioner    ,,Y,,,,,,,,,14635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3501,,,,3186,,,
1,22,"LeRoy Myers",REP,County Commissioner    ,,Y,,,,,,,,,13665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3127,,,,3095,,,
1,22,"William Joseph Wivell",REP,County Commissioner    ,,Y,,,,,,,,,13505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052,,,,2892,,,
1,22,"Other Write-Ins",BOT,County Commissioner    ,,,Y,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,63,,,
1,11,"Susan Reeder Jessee",DEM,County Council At Large,,,,,,,,13471,,,,,,,,,,5049,,,,,,,,,,,,,,,,,,,,,,,,9157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Linda Marie Norris",DEM,County Council At Large,,,,,,,,13116,,,,,,,,,,4915,,,,,,,,,,,,,,,,,,,,,,,,9078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Bud Otis",REP,County Council At Large,,Y,,,,,,20834,,,,,,,,,,5795,,,,,,,,,,,,,,,,,,,,,,,,7313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Billy Shreve",REP,County Council At Large,,Y,,,,,,18927,,,,,,,,,,5277,,,,,,,,,,,,,,,,,,,,,,,,6492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,County Council At Large,,,Y,,,,,79,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"Marc Elrich",DEM,County Council At Large,,Y,,,,,,,,,,,,,,,,,,13169,,,,,,,16898,,,,,,21716,16941,15201,,,,,,,,,,11392,,,,,,,,15789,14488,,,,,,,,,,,,,,,,
1,16,"Nancy M. Floreen",DEM,County Council At Large,,Y,,,,,,,,,,,,,,,,,,13158,,,,,,,16596,,,,,,21255,16381,15176,,,,,,,,,,11402,,,,,,,,15826,14362,,,,,,,,,,,,,,,,
1,16,"George L. Leventhal",DEM,County Council At Large,,Y,,,,,,,,,,,,,,,,,,12201,,,,,,,15564,,,,,,20688,15527,14386,,,,,,,,,,10499,,,,,,,,14832,13651,,,,,,,,,,,,,,,,
1,16,"Hans Riemer",DEM,County Council At Large,,Y,,,,,,,,,,,,,,,,,,11544,,,,,,,14923,,,,,,18797,15197,13267,,,,,,,,,,10025,,,,,,,,13933,12612,,,,,,,,,,,,,,,,
1,16,"Robert Dyer",REP,County Council At Large,,,,,,,,,,,,,,,,,,,,6882,,,,,,,6687,,,,,,10575,3425,8898,,,,,,,,,,6787,,,,,,,,12632,10705,,,,,,,,,,,,,,,,
1,16,"Chris P. Fiotes, Jr.",REP,County Council At Large,,,,,,,,,,,,,,,,,,,,6192,,,,,,,5888,,,,,,9472,2968,7977,,,,,,,,,,6047,,,,,,,,11767,9830,,,,,,,,,,,,,,,,
1,16,"Adol T. Owen-Williams, II",REP,County Council At Large,,,,,,,,,,,,,,,,,,,,5648,,,,,,,5373,,,,,,8735,2597,7339,,,,,,,,,,5506,,,,,,,,10768,8926,,,,,,,,,,,,,,,,
1,16,"Shelly Skolnick",REP,County Council At Large,,,,,,,,,,,,,,,,,,,,7068,,,,,,,7060,,,,,,11423,3646,8913,,,,,,,,,,6410,,,,,,,,12331,10804,,,,,,,,,,,,,,,,
1,16,"Tim Willard",GRN,County Council At Large,,,,,,,,,,,,,,,,,,,,1996,,,,,,,2737,,,,,,2639,3183,1848,,,,,,,,,,1431,,,,,,,,1992,1915,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",BOT,County Council At Large,,,Y,,,,,,,,,,,,,,,,,76,,,,,,,101,,,,,,65,81,60,,,,,,,,,,55,,,,,,,,88,77,,,,,,,,,,,,,,,,
1,23,"Laura Mitchell",DEM,County Council At Large,,,,,,,1640,,,,,,,,,,,,,,,,,,,,,,3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,,,,,536,,,,
