"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 45,LEGS 26,LEGS 27C,LEGS 37B,LEGS 04,LEGS 47A,LEGS 08,LEGS 02A,LEGS 47B,LEGS 30A,LEGS 34A,LEGS 28,LEGS 44A,LEGS 07,LEGS 03B,LEGS 13,LEGS 17,LEGS 29B,LEGS 21,LEGS 31A,LEGS 34B,LEGS 44B,LEGS 12,LEGS 18,LEGS 11,LEGS 38B,LEGS 22,LEGS 31B,LEGS 33,LEGS 16,LEGS 20,LEGS 19,LEGS 23A,LEGS 32,LEGS 43,LEGS 25,LEGS 10,LEGS 36,LEGS 03A,LEGS 09B,LEGS 09A,LEGS 39,LEGS 29A,LEGS 05,LEGS 42A,LEGS 30B,LEGS 46,LEGS 27B,LEGS 35A,LEGS 14,LEGS 15,LEGS 01B,LEGS 29C,LEGS 40,LEGS 41,LEGS 35B,LEGS 24,LEGS 37A,LEGS 01A,LEGS 01C,LEGS 06,LEGS 42B,LEGS 38C,LEGS 02B,LEGS 27A,LEGS 23B,LEGS 38A
1,06,"Ellery Adams",REP,Judge Orphans Court,,Y,,,,,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Ron Fearins",REP,Judge Orphans Court,,Y,,,,,1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Conway Gregory",REP,Judge Orphans Court,,Y,,,,,1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Charles E. Harrison",DEM,Judge Orphans Court,,,,,,,,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179,,,7765,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Ed Leister",DEM,Judge Orphans Court,,,,,,,,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,,,9573,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Neil Ridgely",DEM,Judge Orphans Court,,,,,,,,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,,,6757,,,,,,,,,,,,,,,,,,,,,,,
1,07,"John D. Carbaugh",REP,Judge Orphans Court,,Y,,,,,,2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5169,,,23936,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Cathy Reese",REP,Judge Orphans Court,,Y,,,,,,2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5799,,,25361,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Dorothy V. Utz",REP,Judge Orphans Court,,Y,,,,,,2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5762,,,26997,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,35,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Richard Charles Bartel",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806,,,,,,,,,,,2253,,,,,,,1102,,,,,,,,,,,
1,08,"W. Edwin Cole, Jr.",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424,,,,,,,,,,,3086,,,,,,,1525,,,,,,,,,,,
1,08,"Sally Saunders Camp",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3657,,,,,,,,,,,4989,,,,,,,3438,,,,,,,,,,,
1,08,"Carolyn L. Crouch",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4176,,,,,,,,,,,5793,,,,,,,3867,,,,,,,,,,,
1,08,"Pete Pritchard",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3373,,,,,,,,,,,4666,,,,,,,3379,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,10,,,,,,,4,,,,,,,,,,,
1,09,"J. Lorraine Berry",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,19458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665,,
1,09,"Darlene Breck",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,18513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628,,
1,09,"Frank H. Lancaster",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,18534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508,,
1,09,"Brian L. Still",REP,Judge Orphans Court,,,,,,,,,,,,,,,13242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235,,
1,09,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
1,11,"James Edward French",DEM,Judge Orphans Court,,,,,,,,9285,,,,,,,,,,3824,,,,,,,,,,,,,,,,,,,,,,,,7162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Janis Judson",DEM,Judge Orphans Court,,,,,,,,9630,,,,,,,,,,3950,,,,,,,,,,,,,,,,,,,,,,,,7355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Bonnie L. Nicholson",DEM,Judge Orphans Court,,,,,,,,9906,,,,,,,,,,4036,,,,,,,,,,,,,,,,,,,,,,,,7299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Cleopatra Campbell",REP,Judge Orphans Court,,Y,,,,,,20041,,,,,,,,,,5765,,,,,,,,,,,,,,,,,,,,,,,,7550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Adrian McC. Remsberg",REP,Judge Orphans Court,,Y,,,,,,20069,,,,,,,,,,5716,,,,,,,,,,,,,,,,,,,,,,,,7102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Jimmy W. Trout",REP,Judge Orphans Court,,Y,,,,,,20934,,,,,,,,,,5686,,,,,,,,,,,,,,,,,,,,,,,,7087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,48,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,"Fred Sanders",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4817,,,,,,,,
1,12,"Wayne Wilt",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4570,,,,,,,,
1,12,"Everett B. DeBerry",DEM,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,,,,
1,12,"Dave Beard",REP,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,,,,,,,,
1,12,"Dan Duggan",REP,Judge Orphans Court,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492,,,,,,,,
1,12,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,
1,14,"Anne L. Dodd",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,17932,,,,,,,9382,,,,,,,,,,,,,,,,,5351,7070,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Nicole Bormel Miller",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,16584,,,,,,,8462,,,,,,,,,,,,,,,,,4290,6603,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Leslie Smith Turner",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,17127,,,,,,,8809,,,,,,,,,,,,,,,,,4499,6530,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Ellen Harrison",REP,Judge Orphans Court,,,,,,,,,,,,,,,,,,,12414,,,,,,,5730,,,,,,,,,,,,,,,,,4932,11854,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Emma Travis-Howard",REP,Judge Orphans Court,,,,,,,,,,,,,,,,,,,11486,,,,,,,5205,,,,,,,,,,,,,,,,,4319,10698,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,219,,,,,,,77,,,,,,,,,,,,,,,,,57,129,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Elroy G. Boyer, Jr.",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Rosalie Brady Kuechler",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Paul M. Showalter",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Elizabeth Betty Carroll",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Amy L. Nickerson",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Wendy Alise Cartwright",DEM,Judge Orphans Court,,Y,,,20374,,,,8723,,,2380,,,,,,,,,,11183,,,,,,,,15824,,,,,,5800,,,19202,,,,,,,,,,,,3600,,,,,,,,,19190,,,,,,,,5284,15385,
1,17,"Athena Malloy Groves",DEM,Judge Orphans Court,,Y,,,18720,,,,7921,,,2171,,,,,,,,,,10680,,,,,,,,14864,,,,,,5492,,,17630,,,,,,,,,,,,3360,,,,,,,,,17770,,,,,,,,4906,14399,
1,17,"Vicky L. Ivory-Orem",DEM,Judge Orphans Court,,Y,,,18324,,,,7726,,,2144,,,,,,,,,,10514,,,,,,,,14554,,,,,,5378,,,17000,,,,,,,,,,,,3263,,,,,,,,,17306,,,,,,,,4810,13996,
1,17,"Monika Wilson",DEM,Judge Orphans Court,,,Y,,6,,,,2,,,1,,,,,,,,,,2,,,,,,,,2,,,,,,0,,,10,,,,,,,,,,,,0,,,,,,,,,3,,,,,,,,2,3,
1,17,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,70,,,,45,,,12,,,,,,,,,,99,,,,,,,,100,,,,,,60,,,46,,,,,,,,,,,,26,,,,,,,,,46,,,,,,,,25,101,
1,18,"Stan Ruddie",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Thomas Walsh",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Kimberly Jean Cascia",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Joseph V. DiPietro",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Eric Wargotz",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Linda R. Dean",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,3918,,,,,,,,,,,,,,,,,,,,,,,,,4169,,,,,,,,,,2175,,,,,,,,,,,,,,
1,19,"Bill Mattingly",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,3741,,,,,,,,,,,,,,,,,,,,,,,,,4772,,,,,,,,,,2333,,,,,,,,,,,,,,
1,19,"Albert Allie Babcock",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,3772,,,,,,,,,,,,,,,,,,,,,,,,,4738,,,,,,,,,,2866,,,,,,,,,,,,,,
1,19,"Michael R. White",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,3778,,,,,,,,,,,,,,,,,,,,,,,,,5128,,,,,,,,,,3001,,,,,,,,,,,,,,
1,19,"Dalton Wood, Jr.",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,4819,,,,,,,,,,,,,,,,,,,,,,,,,6758,,,,,,,,,,3969,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,14,,,,,,,,,,,,,,
1,20,"Kenneth E. Ballard, Jr.",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468
1,20,"Donald L. Howard",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2274
1,20,"Bob McCready",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289
1,20,"Libby M. Hall",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380
1,20,"John R. Somers",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977
1,20,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
1,21,"Paul S. Carroll",REP,Judge Orphans Court,,Y,,,,,6466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Carville Don Duncan",REP,Judge Orphans Court,,Y,,,,,5888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Will Howard",REP,Judge Orphans Court,,Y,,,,,6270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,"Linda Davis",DEM,Judge Orphans Court,,,,,,,,,,,6930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304,,,,2572,,,
1,22,"Eileen W. Wiggins",DEM,Judge Orphans Court,,,,,,,,,,,6026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,,,,2309,,,
1,22,"Cassandra Laverne Costley",REP,Judge Orphans Court,,Y,,,,,,,,,12023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2656,,,,2697,,,
1,22,"Joseph W. Eichelberger",REP,Judge Orphans Court,,Y,,,,,,,,,13245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923,,,,2797,,,
1,22,"John M. Shriver",REP,Judge Orphans Court,,Y,,,,,,,,,13644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3091,,,,3025,,,
1,22,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,36,,,
1,23,"Norma Lee Barkley",DEM,Judge Orphans Court,,Y,,,,,2096,,,,,,,,,,,,,,,,,,,,,,3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242,,,,,789,,,,
1,23,"Melissa Pollitt Bright",DEM,Judge Orphans Court,,Y,,,,,2368,,,,,,,,,,,,,,,,,,,,,,3673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941,,,,,840,,,,
1,23,"Peter D. Pete Evans",DEM,Judge Orphans Court,,,,,,,2074,,,,,,,,,,,,,,,,,,,,,,3248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705,,,,,763,,,,
1,23,"Grover Green Cantwell, Jr.",REP,Judge Orphans Court,,Y,,,,,3984,,,,,,,,,,,,,,,,,,,,,,4596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409,,,,,1525,,,,
1,23,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,22,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,4,,,,
1,24,"Bill Shockley",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560,,,,2489
1,24,"Linda M. Hess",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011,,,,2491
1,24,"J. Franklin Knight",REP,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095,,,,1878
1,24,"Dale Smack",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6129,,,,2970
1,24,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,10
1,10,"George Robert Ames, Jr.",DEM,Judge Orphans Court,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,,,,,,,,,
1,10,"Other Write-Ins",BOT,Judge Orphans Court,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,
1,10,"Carolyn I. Todd",DEM,Judge Orphans Court,002,Y,,,,,3795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,"Calvin Travers",DEM,Judge Orphans Court,002,Y,,,,,3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,"Other Write-Ins",BOT,Judge Orphans Court,002,,Y,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,01,"Craig Robertson",REP,Sheriff                ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8871,,,,,,,2672,4284,,,,,,,
1,01,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,13,20,,,,,,,
1,02,"Ron Bateman",DEM,Sheriff                ,,Y,,,,,,,,,,,11352,,,,,,,,,2861,4379,,,,,,,,10652,18861,,,,,14250,,,,,,,,,,,,4873,,,,,,,,,,,,,,,,,,,,,
1,02,"Joseph James Delimater, III",REP,Sheriff                ,,,,,,,,,,,,,7676,,,,,,,,,2647,2974,,,,,,,,12267,18302,,,,,9521,,,,,,,,,,,,5539,,,,,,,,,,,,,,,,,,,,,
1,02,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,13,,,,,,,,,4,10,,,,,,,,30,31,,,,,23,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
1,03,"John W. Anderson",DEM,Sheriff                ,,Y,,14886,,,,,,,,,,,,5055,,,,,,,,,,,,,,,,,,,,,,15996,,,,,,,,,,,,10211,,,,,,,13333,15305,,,,,,,,,,,,
1,03,"David Anthony Wiggins",REP,Sheriff                ,,,,3273,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,3267,,,,,,,,,,,,5959,,,,,,,2743,3776,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Sheriff                ,,,Y,57,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,45,,,,,,,48,65,,,,,,,,,,,,
1,04,"R. Jay Fisher",DEM,Sheriff                ,,Y,,,,,,,,21422,,,,,,,12351,,,,,,,,14210,8367,,21722,,,,,,,,,,,,19438,,,,,,,,7142,,,,,,,,,,,,,,,,16532,17681,,,,,
1,04,"Al Roberts",DEM,Sheriff                ,,,Y,,,,,,,44,,,,,,,15,,,,,,,,41,2,,29,,,,,,,,,,,,98,,,,,,,,8,,,,,,,,,,,,,,,,9,47,,,,,
1,04,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,270,,,,,,,204,,,,,,,,120,128,,221,,,,,,,,,,,,162,,,,,,,,67,,,,,,,,,,,,,,,,278,286,,,,,
1,05,"Craig W. Kontra",DEM,Sheriff                ,,,,,,6319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585,,,,,3061,,,,,,,,,,,,,,
1,05,"Mike Evans",REP,Sheriff                ,,Y,,,,6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4730,,,,,2818,,,,,,,,,,,,,,
1,05,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,6,,,,,,,,,,,,,,
1,06,"Randy Bounds",DEM,Sheriff                ,,Y,,,,,1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"George Bacorn",REP,Sheriff                ,,,,,,,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Thomas M. Walsh",DEM,Sheriff                ,,,Y,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Tim Crook",UNF,Sheriff                ,,,Y,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Vincent C. Pacelli",DEM,Sheriff                ,,,,,,,,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,,,8377,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Jim DeWees",REP,Sheriff                ,,Y,,,,,,3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6495,,,30890,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,61,,,,,,,,,,,,,,,,,,,,,,,
1,08,"W. Danny Blackburn",DEM,Sheriff                ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,,,,,,,,,,,2314,,,,,,,1217,,,,,,,,,,,
1,08,"Scott Adams",REP,Sheriff                ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4904,,,,,,,,,,,6521,,,,,,,4500,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,17,,,,,,,12,,,,,,,,,,,
1,09,"Troy Berry",DEM,Sheriff                ,,Y,,,,,,,,,,,,,25554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3492,,
1,09,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,2191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,
1,10,"James W. Phillips, Jr.",DEM,Sheriff                ,,Y,,,,,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488,,,,,,,,,
1,10,"Gregory Scott Robbins, Sr.",REP,Sheriff                ,,,,,,,2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,,,,,,,,,
1,10,"John A. Foster, Sr.",DEM,Sheriff                ,,,Y,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,
1,10,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
1,11,"Karl Bickel",DEM,Sheriff                ,,,,,,,,10621,,,,,,,,,,4198,,,,,,,,,,,,,,,,,,,,,,,,8156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Chuck Jenkins",REP,Sheriff                ,,Y,,,,,,25359,,,,,,,,,,7160,,,,,,,,,,,,,,,,,,,,,,,,9014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
